"Moving Violations",,
Bronx,,
"December ",,
"Offense Description","MTD 2019","YTD 2019"
"Backing Unsafely",16,167
"Bike Lane",14,159
"Bus Lane",201,568
"Cell Phone",250,5739
"Commercial Veh on Pkwy",3,26
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",1833,27000
"Driving Too Slow",0,1
Equipment,271,4419
"Equipment (Other)",0,3
"Excessive Noise",0,1
"Fail to Keep Right",2,19
"Fail to yield Right of Way to Pedestrian",1147,10767
"Failure to Signal",142,2087
"Failure to yield Right of Way to Vehicle",1,4
"Following Too Closely",9,116
"Improper Passing",14,240
"Improper Taxi Pickup",1,7
"Improper Turn",953,12310
"Improper/Missing Plates",30,288
"Lamps and Other Equipment on Bicycle",0,19
"Motorcycle (Other)",4,147
"Not Giving R of W to Veh.",22,208
"Obstructed Plate",135,1671
"One Way Street",24,533
Overheight,0,0
Overlength,0,3
Overweight,0,0
Overwidth,0,0
"Pavement Markings",3,42
"Red Light",471,7243
"School Bus",10,477
"Scooter In NYC",0,22
"Seat Belt",225,7215
Speeding,881,13832
Spillback,6,94
"TBTA Rule",0,0
Tints,314,6392
"TLC (Other)",0,0
"Truck Route",48,159
Uninspected,59,461
Uninsured,195,2595
"Unlicensed Operator",605,8769
Unregistered,218,2653
"Unsafe Lane Change",36,673
"Other Movers",509,8972
"PBBXTOTAL Movers ",8652,126101
"* All figures are preliminary and subject to change.",,
