"Moving Violations",,
"17th Precinct",,
"  August ",,
017sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",2,16
"Brake Lights (Defect.or Improper)",10,165
"Bus Lane, Driving in",2,12
"Cell Phone",46,298
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",97,508
"Disobey Traffic Control Device",55,557
"Equipment (Other)",3,30
"Fail to Keep Right",0,4
"Fail to Signal",54,644
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",1,36
"Improper Lights",0,0
"Improper Passing",0,160
"Improper Turn",202,1439
"Improper/Missing Plates",0,3
"Not Giving R of W to Pedes.",12,344
"Not Giving R of W to Veh.",0,1
"One Way Street",5,38
"Pavement Markings",26,573
"Safety Belt",38,187
"School Bus, Passing Stopped",0,3
Speeding,21,103
Spillback,17,81
"Tinted Windows",3,28
"Truck Routes",0,0
U-Turn,1,11
Uninspected,3,4
Uninsured,12,109
"Unlicensed Operator",8,84
Unregistered,5,14
"Unsafe Lane Change",154,1052
"Other Movers",74,410
"017TOTAL Movers ",851,6915
,,
"* All figures are preliminary and subject to change.",,
