"Moving Violations",,
"109th Precinct",,
"  August ",,
109sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,9
"Brake Lights (Defect.or Improper)",1,11
"Bus Lane, Driving in",0,0
"Cell Phone",149,1254
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",40,457
"Disobey Traffic Control Device",370,3330
"Equipment (Other)",8,49
"Fail to Keep Right",4,22
"Fail to Signal",37,289
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",4,25
"Improper Lights",0,2
"Improper Passing",9,40
"Improper Turn",67,442
"Improper/Missing Plates",5,34
"Not Giving R of W to Pedes.",32,556
"Not Giving R of W to Veh.",21,175
"One Way Street",2,15
"Pavement Markings",12,59
"Safety Belt",314,1985
"School Bus, Passing Stopped",2,63
Speeding,29,425
Spillback,8,30
"Tinted Windows",67,748
"Truck Routes",2,19
U-Turn,7,48
Uninspected,3,22
Uninsured,11,109
"Unlicensed Operator",69,537
Unregistered,2,42
"Unsafe Lane Change",4,55
"Other Movers",123,727
"109TOTAL Movers ",1403,11583
,,
"* All figures are preliminary and subject to change.",,
