"Moving Violations",,
"107th Precinct",,
"  August ",,
107sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,2
"Brake Lights (Defect.or Improper)",4,77
"Bus Lane, Driving in",0,0
"Cell Phone",73,634
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",30,183
"Disobey Traffic Control Device",144,1335
"Equipment (Other)",0,0
"Fail to Keep Right",0,2
"Fail to Signal",21,113
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",2,46
"Improper Lights",0,15
"Improper Passing",2,10
"Improper Turn",94,1644
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",27,186
"Not Giving R of W to Veh.",3,69
"One Way Street",7,13
"Pavement Markings",3,35
"Safety Belt",169,1210
"School Bus, Passing Stopped",1,12
Speeding,68,399
Spillback,0,1
"Tinted Windows",9,178
"Truck Routes",0,0
U-Turn,4,49
Uninspected,3,7
Uninsured,9,75
"Unlicensed Operator",67,482
Unregistered,7,26
"Unsafe Lane Change",0,1
"Other Movers",88,461
"107TOTAL Movers ",836,7267
,,
"* All figures are preliminary and subject to change.",,
