"Moving Violations",,
"Manhattan North",,
"  August ",,
pbmnsum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",7,84
"Brake Lights (Defect.or Improper)",70,968
"Bus Lane, Driving in",8,86
"Cell Phone",1004,8324
"Commercial Veh on Pkwy",4,15
"Defective Brakes",1,15
"Disobey Steady Red Signal",835,5644
"Disobey Traffic Control Device",1670,12514
"Equipment (Other)",201,818
"Fail to Keep Right",1,39
"Fail to Signal",141,1415
"Following Too Closely",3,11
"Headlights (Defect. or Improper)",57,872
"Improper Lights",2,10
"Improper Passing",9,93
"Improper Turn",1467,10669
"Improper/Missing Plates",45,220
"Not Giving R of W to Pedes.",564,4444
"Not Giving R of W to Veh.",35,175
"One Way Street",94,559
"Pavement Markings",177,1083
"Safety Belt",519,4069
"School Bus, Passing Stopped",3,267
Speeding,497,3555
Spillback,6,57
"Tinted Windows",149,1842
"Truck Routes",70,674
U-Turn,59,632
Uninspected,24,179
Uninsured,254,1672
"Unlicensed Operator",323,2370
Unregistered,69,583
"Unsafe Lane Change",54,379
"Other Movers",451,3314
"PBMNTOTAL Movers ",8873,67651
,,
"* All figures are preliminary and subject to change.",,
