"Moving Violations",,
"30th Precinct",,
"  August ",,
030sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",4,91
"Bus Lane, Driving in",0,0
"Cell Phone",113,798
"Commercial Veh on Pkwy",1,1
"Defective Brakes",0,2
"Disobey Steady Red Signal",109,704
"Disobey Traffic Control Device",76,722
"Equipment (Other)",0,2
"Fail to Keep Right",0,6
"Fail to Signal",14,180
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",2,33
"Improper Lights",0,0
"Improper Passing",0,10
"Improper Turn",58,510
"Improper/Missing Plates",1,6
"Not Giving R of W to Pedes.",39,431
"Not Giving R of W to Veh.",1,17
"One Way Street",0,0
"Pavement Markings",6,54
"Safety Belt",60,282
"School Bus, Passing Stopped",1,19
Speeding,58,345
Spillback,0,1
"Tinted Windows",12,114
"Truck Routes",19,112
U-Turn,1,3
Uninspected,0,7
Uninsured,8,65
"Unlicensed Operator",18,186
Unregistered,2,20
"Unsafe Lane Change",1,9
"Other Movers",16,206
"030TOTAL Movers ",621,4941
,,
"* All figures are preliminary and subject to change.",,
