"Moving Violations",,
"62nd Precinct",,
"  August ",,
062sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,4
"Brake Lights (Defect.or Improper)",0,19
"Bus Lane, Driving in",0,0
"Cell Phone",28,434
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",41,393
"Disobey Traffic Control Device",279,1893
"Equipment (Other)",5,42
"Fail to Keep Right",0,1
"Fail to Signal",41,460
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,1
"Improper Lights",0,0
"Improper Passing",6,47
"Improper Turn",21,225
"Improper/Missing Plates",2,43
"Not Giving R of W to Pedes.",20,312
"Not Giving R of W to Veh.",3,19
"One Way Street",8,111
"Pavement Markings",7,55
"Safety Belt",56,599
"School Bus, Passing Stopped",0,19
Speeding,42,147
Spillback,0,0
"Tinted Windows",73,648
"Truck Routes",0,17
U-Turn,2,26
Uninspected,2,9
Uninsured,12,121
"Unlicensed Operator",58,390
Unregistered,5,45
"Unsafe Lane Change",1,7
"Other Movers",45,300
"062TOTAL Movers ",757,6388
,,
"* All figures are preliminary and subject to change.",,
