"Moving Violations",,
"67th Precinct",,
" January ",,
067sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",12,12
"Bus Lane, Driving in",1,1
"Cell Phone",44,44
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",81,81
"Disobey Traffic Control Device",108,108
"Equipment (Other)",1,1
"Fail to Keep Right",0,0
"Fail to Signal",17,17
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",6,6
"Improper Lights",1,1
"Improper Passing",6,6
"Improper Turn",29,29
"Improper/Missing Plates",15,15
"Not Giving R of W to Pedes.",49,49
"Not Giving R of W to Veh.",6,6
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",32,32
"School Bus, Passing Stopped",16,16
Speeding,69,69
Spillback,3,3
"Tinted Windows",195,195
"Truck Routes",0,0
U-Turn,2,2
Uninspected,23,23
Uninsured,28,28
"Unlicensed Operator",78,78
Unregistered,12,12
"Unsafe Lane Change",2,2
"Other Movers",63,63
"067TOTAL Movers ",900,900
,,
"* All figures are preliminary and subject to change.",,
