Manhattan South,,
 January ,,
pbmssum,,
"","",""
Backing Unsafely,16,16
Brake Lights (Defect.or Improper),168,168
"Bus Lane, Driving in",19,19
Cell Phone,824,824
Commercial Veh on Pkwy,1,1
Defective Brakes,0,0
Disobey Steady Red Signal,569,569
Disobey Traffic Control Device,1715,1715
Equipment (Other),47,47
Fail to Keep Right,2,2
Fail to Signal,347,347
Following Too Closely,3,3
Headlights (Defect. or Improper),162,162
Improper Lights,36,36
Improper Passing,20,20
Improper Turn,1246,1246
Improper/Missing Plates,81,81
Not Giving R of W to Pedes.,505,505
Not Giving R of W to Veh.,10,10
One Way Street,62,62
Pavement Markings,130,130
Safety Belt,475,475
"School Bus, Passing Stopped",31,31
Speeding,122,122
Spillback,123,123
Tinted Windows,424,424
Truck Routes,31,31
U-Turn,69,69
Uninspected,25,25
Uninsured,132,132
Unlicensed Operator,229,229
Unregistered,72,72
Unsafe Lane Change,236,236
Other Movers,502,502
PBMSTOTAL Movers ,8434,8434
