"Moving Violations",,
"78th Precinct",,
" January ",,
078sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,4
"Brake Lights (Defect.or Improper)",23,23
"Bus Lane, Driving in",0,0
"Cell Phone",54,54
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",66,66
"Disobey Traffic Control Device",85,85
"Equipment (Other)",14,14
"Fail to Keep Right",0,0
"Fail to Signal",25,25
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",20,20
"Improper Lights",1,1
"Improper Passing",2,2
"Improper Turn",6,6
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",14,14
"Not Giving R of W to Veh.",2,2
"One Way Street",0,0
"Pavement Markings",13,13
"Safety Belt",56,56
"School Bus, Passing Stopped",5,5
Speeding,29,29
Spillback,1,1
"Tinted Windows",73,73
"Truck Routes",0,0
U-Turn,9,9
Uninspected,0,0
Uninsured,22,22
"Unlicensed Operator",24,24
Unregistered,8,8
"Unsafe Lane Change",2,2
"Other Movers",16,16
"078TOTAL Movers ",574,574
,,
"* All figures are preliminary and subject to change.",,
