"Moving Violations",,
"62nd Precinct",,
" January ",,
062sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",27,27
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",59,59
"Disobey Traffic Control Device",202,202
"Equipment (Other)",0,0
"Fail to Keep Right",1,1
"Fail to Signal",19,19
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,0
"Improper Lights",0,0
"Improper Passing",5,5
"Improper Turn",23,23
"Improper/Missing Plates",9,9
"Not Giving R of W to Pedes.",52,52
"Not Giving R of W to Veh.",25,25
"One Way Street",17,17
"Pavement Markings",2,2
"Safety Belt",50,50
"School Bus, Passing Stopped",2,2
Speeding,2,2
Spillback,0,0
"Tinted Windows",135,135
"Truck Routes",0,0
U-Turn,4,4
Uninspected,2,2
Uninsured,30,30
"Unlicensed Operator",60,60
Unregistered,19,19
"Unsafe Lane Change",0,0
"Other Movers",32,32
"062TOTAL Movers ",777,777
,,
"* All figures are preliminary and subject to change.",,
