"Moving Violations",,
"77th Precinct",,
" January ",,
077sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,2
"Brake Lights (Defect.or Improper)",23,23
"Bus Lane, Driving in",4,4
"Cell Phone",94,94
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",95,95
"Disobey Traffic Control Device",402,402
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",23,23
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",57,57
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",54,54
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",28,28
"Not Giving R of W to Veh.",3,3
"One Way Street",4,4
"Pavement Markings",23,23
"Safety Belt",43,43
"School Bus, Passing Stopped",10,10
Speeding,188,188
Spillback,11,11
"Tinted Windows",196,196
"Truck Routes",1,1
U-Turn,2,2
Uninspected,8,8
Uninsured,53,53
"Unlicensed Operator",64,64
Unregistered,19,19
"Unsafe Lane Change",4,4
"Other Movers",138,138
"077TOTAL Movers ",1549,1549
,,
"* All figures are preliminary and subject to change.",,
