105th Precinct,,
February ,,
"","",""
Backing Unsafely,1,1
Bike Lane,0,0
Bus Lane,0,0
Cell Phone,69,132
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,303,574
Driving Too Slow,0,0
Equipment,18,29
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,1,2
Fail to yield Right of Way to Pedestrian,44,66
Failure to Signal,16,23
Following Too Closely,1,1
Improper Passing,0,2
Improper Taxi Pickup,0,0
Improper Turn,22,62
Improper/Missing Plates,0,0
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),0,0
Not Giving R of W to Veh.,3,4
Obstructed Plate,4,4
One Way Street,1,3
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,22,59
School Bus,2,2
Scooter In NYC,0,0
Seat Belt,90,154
Speeding,109,215
Spillback,1,1
TBTA Rule,0,0
Tints,84,130
TLC (Other),0,0
Truck Route,29,39
Uninspected,6,8
Uninsured,10,19
Unlicensed Operator,55,121
Unregistered,2,7
Unsafe Lane Change,2,4
Other Movers,105,202
105TOTAL Movers ,1000,1864
