"Moving Violations",,
"Transportation Bureau",,
"February ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",17,27
"Bike Lane",1,2
"Bus Lane",1228,1481
"Cell Phone",402,777
"Commercial Veh on Pkwy",231,525
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",3713,6414
"Driving Too Slow",0,1
Equipment,1370,2392
"Equipment (Other)",2,2
"Excessive Noise",0,0
"Fail to Keep Right",0,1
"Fail to yield Right of Way to Pedestrian",98,194
"Failure to Signal",412,876
"Following Too Closely",50,144
"Improper Passing",32,71
"Improper Taxi Pickup",442,709
"Improper Turn",1007,1892
"Improper/Missing Plates",17,26
"Lamps and Other Equipment on Bicycle",5,5
"Motorcycle (Other)",18,22
"Not Giving R of W to Veh.",32,57
"Obstructed Plate",142,257
"One Way Street",164,255
Overheight,4,5
Overlength,28,46
Overweight,162,251
Overwidth,14,26
"Pavement Markings",7,12
"Red Light",235,479
"School Bus",8,15
"Scooter In NYC",0,0
"Seat Belt",1284,2516
Speeding,7397,15313
Spillback,909,1653
"TBTA Rule",0,0
Tints,2672,4281
"TLC (Other)",0,0
"Truck Route",74,131
Uninspected,97,250
Uninsured,142,295
"Unlicensed Operator",722,1354
Unregistered,199,400
"Unsafe Lane Change",164,389
"Other Movers",1792,3348
"TCDTOTAL Movers ",25293,46894
"* All figures are preliminary and subject to change.",,
