"Moving Violations",,
"104th Precinct",,
"February ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",1,3
"Bike Lane",2,2
"Bus Lane",2,6
"Cell Phone",54,110
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",180,403
"Driving Too Slow",2,3
Equipment,31,62
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",1,1
"Fail to yield Right of Way to Pedestrian",53,76
"Failure to Signal",8,22
"Following Too Closely",0,0
"Improper Passing",5,8
"Improper Taxi Pickup",0,0
"Improper Turn",42,101
"Improper/Missing Plates",1,6
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",0,0
"Not Giving R of W to Veh.",3,6
"Obstructed Plate",16,39
"One Way Street",1,3
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",87,147
"School Bus",0,1
"Scooter In NYC",0,0
"Seat Belt",91,171
Speeding,98,241
Spillback,0,2
"TBTA Rule",0,0
Tints,136,270
"TLC (Other)",0,0
"Truck Route",6,14
Uninspected,16,35
Uninsured,18,43
"Unlicensed Operator",110,232
Unregistered,26,61
"Unsafe Lane Change",2,2
"Other Movers",106,206
"104TOTAL Movers ",1098,2276
"* All figures are preliminary and subject to change.",,
