"Moving Violations",,
"103rd Precinct",,
"February ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",5,8
"Bike Lane",0,0
"Bus Lane",2,2
"Cell Phone",26,52
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",128,299
"Driving Too Slow",0,0
Equipment,4,15
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,0
"Fail to yield Right of Way to Pedestrian",102,188
"Failure to Signal",13,17
"Following Too Closely",0,0
"Improper Passing",3,6
"Improper Taxi Pickup",2,3
"Improper Turn",144,312
"Improper/Missing Plates",0,0
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",0,0
"Not Giving R of W to Veh.",2,4
"Obstructed Plate",5,6
"One Way Street",4,7
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",77,167
"School Bus",0,1
"Scooter In NYC",0,0
"Seat Belt",52,98
Speeding,18,49
Spillback,2,4
"TBTA Rule",0,0
Tints,69,141
"TLC (Other)",0,0
"Truck Route",2,2
Uninspected,0,1
Uninsured,10,25
"Unlicensed Operator",103,217
Unregistered,6,11
"Unsafe Lane Change",3,4
"Other Movers",75,143
"103TOTAL Movers ",857,1782
"* All figures are preliminary and subject to change.",,
