"Moving Violations",,
"Queens South",,
"February ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",9,21
"Bike Lane",1,1
"Bus Lane",3,3
"Cell Phone",369,707
"Commercial Veh on Pkwy",3,7
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",1570,3149
"Driving Too Slow",0,0
Equipment,250,497
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",3,4
"Fail to yield Right of Way to Pedestrian",367,632
"Failure to Signal",273,552
"Following Too Closely",3,6
"Improper Passing",17,45
"Improper Taxi Pickup",2,3
"Improper Turn",648,1310
"Improper/Missing Plates",4,11
"Lamps and Other Equipment on Bicycle",0,1
"Motorcycle (Other)",1,1
"Not Giving R of W to Veh.",10,18
"Obstructed Plate",60,116
"One Way Street",24,51
Overheight,0,0
Overlength,0,1
Overweight,0,0
Overwidth,0,0
"Pavement Markings",5,7
"Red Light",461,973
"School Bus",6,12
"Scooter In NYC",0,0
"Seat Belt",433,817
Speeding,593,1252
Spillback,4,8
"TBTA Rule",0,0
Tints,374,733
"TLC (Other)",0,0
"Truck Route",35,52
Uninspected,45,120
Uninsured,199,393
"Unlicensed Operator",539,1130
Unregistered,86,191
"Unsafe Lane Change",9,17
"Other Movers",575,1100
"PBQSTOTAL Movers ",6981,13941
"* All figures are preliminary and subject to change.",,
