"Moving Violations",,
Citywide,,
"   March ",,
"Offense Description","MTD 2019","YTD 2019"
"Backing Unsafely",96,246
"Bike Lane",41,175
"Bus Lane",760,2033
"Cell Phone",3520,10432
"Commercial Veh on Pkwy",302,847
"Cruising For Passengers",7,24
"Disobey Traffic Control Device",19808,61045
"Driving Too Slow",1,12
Equipment,2661,7491
"Equipment (Other)",4,16
"Excessive Noise",0,0
"Fail to Keep Right",7,21
"Fail to yield Right of Way to Pedestrian",5942,16445
"Failure to Signal",1808,5395
"Failure to yield Right of Way to Vehicle",7,13
"Following Too Closely",113,295
"Improper Passing",220,544
"Improper Taxi Pickup",168,599
"Improper Turn",8771,23879
"Improper/Missing Plates",101,255
"Lamps and Other Equipment on Bicycle",9,18
"Motorcycle (Other)",123,191
"Not Giving R of W to Veh.",173,463
"Obstructed Plate",864,2415
"One Way Street",765,1676
Overheight,11,32
Overlength,3,15
Overweight,14,34
Overwidth,0,0
"Pavement Markings",35,107
"Red Light",6068,18831
"School Bus",248,585
"Scooter In NYC",3,5
"Seat Belt",5606,16200
Speeding,13711,41409
Spillback,910,2758
"TBTA Rule",0,0
Tints,6570,16663
"TLC (Other)",11,24
"Truck Route",146,419
Uninspected,259,739
Uninsured,1171,3367
"Unlicensed Operator",4687,13641
Unregistered,945,2729
"Unsafe Lane Change",438,1272
"Other Movers",8503,24001
"CitywideTOTAL Movers ",95610,277361
"* All figures are preliminary and subject to change.",,
