Brooklyn North,,
Backing Unsafely,27,162
Brake Lights (Defect.or  Improper),457,2422
"Bus Lane, Driving in",0,0
Cell Phone,1706,8040
Commercial Veh on Pkwy,0,0
Defective Brakes,2,18
Disobey Sign,1284,7378
Equipment (Other),90,246
Fail to Keep Right,5,14
Fail to Signal,301,1485
Fail to Stop on Signal,504,2417
Following Too Closely,6,36
Headlights (Defect. or Improper),637,3736
Improper Lights,75,795
Improper Passing,113,416
Improper Turn,592,2293
Improper/Missing Plates,47,204
Not Giving R of W to Pedes.,60,265
Not Giving R of W to Veh.,33,146
One Way Street,97,499
Pavement Markings,322,1540
Safety Belt,1536,6151
"School Bus, Passing Stopped",13,45
Speeding,315,1060
Spillback,35,141
Tinted Windows,936,6609
Truck Routes,79,279
U-Turn,32,126
Uninspected,89,522
Uninsured,827,4311
Unlicensed Operator,793,3937
Unregistered,262,1061
Unsafe Lane Change,24,66
Other Movers,696,3561
TOTAL Movers,11995,59981
