Manhattan North,,
December ,,
pbmnsum,,
"","",""
Backing Unsafely,22,174
Brake Lights (Defect.or Improper),62,787
"Bus Lane, Driving in",3,47
Cell Phone,582,9360
Commercial Veh on Pkwy,0,10
Defective Brakes,0,9
Disobey Steady Red Signal,770,10378
Disobey Traffic Control Device,2116,24668
Equipment (Other),61,1622
Fail to Keep Right,2,26
Fail to Signal,82,1213
Following Too Closely,1,15
Headlights (Defect. or Improper),61,687
Improper Lights,8,57
Improper Passing,11,177
Improper Turn,1380,21344
Improper/Missing Plates,22,407
Lamps and Other Equipment on Bicycle,5,26
Not Giving R of W to Pedes.,590,9776
Not Giving R of W to Veh.,2,102
OBSTRUCTED PLATE,49,643
One Way Street,38,286
Pavement Markings,164,2325
Safety Belt,382,5934
"School Bus, Passing Stopped",11,418
Speeding,515,8353
Spillback,0,31
Tinted Windows,272,3935
Truck Routes,6,221
U-Turn,26,441
Uninspected,20,370
Uninsured,72,1429
Unlicensed Operator,217,3613
Unregistered,46,769
Unsafe Lane Change,24,276
Other Movers,411,5515
PBMNTOTAL Movers ,8033,115444
