"Moving Violations",,
"67th Precinct",,
September,,
067sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",7,58
"Brake Lights (Defect.or Improper)",19,280
"Bus Lane, Driving in",12,130
"Cell Phone",94,913
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Sign",202,1169
"Equipment (Other)",1,4
"Fail to Keep Right",2,5
"Fail to Signal",91,924
"Fail to Stop on Signal",119,1028
"Following Too Closely",0,9
"Headlights (Defect. or Improper)",25,194
"Improper Lights",1,5
"Improper Passing",3,46
"Improper Turn",20,400
"Improper/Missing Plates",1,28
"Not Giving R of W to Pedes.",41,312
"Not Giving R of W to Veh.",4,52
"One Way Street",3,20
"Pavement Markings",60,583
"Safety Belt",69,856
"School Bus, Passing Stopped",3,15
Speeding,68,559
Spillback,9,73
"Tinted Windows",88,1227
"Truck Routes",11,57
U-Turn,59,450
Uninspected,13,84
Uninsured,86,633
"Unlicensed Operator",84,834
Unregistered,26,201
"Unsafe Lane Change",2,30
"Other Movers",196,1618
"067    TOTAL Movers ",1419,12797
"* All figures are preliminary and subject to change.",,
