28th Precinct,,
028sum,,
"",MTD   2014,YTD   2014
Backing Unsafely,0,7
Brake Lights (Defect.or Improper),14,95
"Bus Lane, Driving in",4,17
Cell Phone,119,1097
Commercial Veh on Pkwy,0,0
Defective Brakes,0,0
Disobey Sign,182,1055
Equipment (Other),12,46
Fail to Keep Right,0,11
Fail to Signal,6,69
Fail to Stop on Signal,118,755
Following Too Closely,1,4
Headlights (Defect. or Improper),9,53
Improper Lights,0,0
Improper Passing,3,9
Improper Turn,64,561
Improper/Missing Plates,0,3
Not Giving R of W to Pedes.,37,380
Not Giving R of W to Veh.,5,102
One Way Street,1,11
Pavement Markings,3,32
Safety Belt,150,1043
"School Bus, Passing Stopped",1,13
Speeding,24,429
Spillback,5,28
Tinted Windows,27,200
Truck Routes,9,76
U-Turn,32,377
Uninspected,3,64
Uninsured,14,132
Unlicensed Operator,19,172
Unregistered,8,60
Unsafe Lane Change,2,23
Other Movers,48,493
028    TOTAL Movers ,920,7417
