Brooklyn South,,
Backing Unsafely,13,177
Brake Lights (Defect.or  Improper),437,3156
"Bus Lane, Driving in",0,5
Cell Phone,2705,24147
Commercial Veh on Pkwy,13,79
Defective Brakes,0,35
Disobey Sign,1116,13255
Equipment (Other),12,315
Fail to Keep Right,1,34
Fail to Signal,138,1337
Fail to Stop on Signal,345,4239
Following Too Closely,7,48
Headlights (Defect. or Improper),341,2701
Improper Lights,23,359
Improper Passing,30,324
Improper Turn,264,2394
Improper/Missing Plates,30,285
Not Giving R of W to Pedes.,105,1080
Not Giving R of W to Veh.,23,305
One Way Street,15,300
Pavement Markings,198,2458
Safety Belt,1894,25129
"School Bus, Passing Stopped",13,233
Speeding,69,943
Spillback,27,301
Tinted Windows,813,8388
Truck Routes,58,739
U-Turn,36,357
Uninspected,39,327
Uninsured,753,7339
Unlicensed Operator,604,6063
Unregistered,158,1443
Unsafe Lane Change,39,622
Other Movers,133,1995
TOTAL Movers,10452,110912
