10th Precinct,,
     May ,,
"","",""
Backing Unsafely,1,5
Bike Lane,0,3
Bus Lane,8,10
Cell Phone,58,291
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,173,528
Driving Too Slow,0,0
Equipment,9,53
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,4
Fail to yield Right of Way to Pedestrian,73,333
Failure to Signal,20,74
Following Too Closely,0,1
Improper Passing,2,6
Improper Taxi Pickup,0,2
Improper Turn,209,1056
Improper/Missing Plates,0,0
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),0,11
Not Giving R of W to Veh.,3,8
Obstructed Plate,2,16
One Way Street,13,56
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,1
Red Light,59,472
School Bus,1,6
Scooter In NYC,0,0
Seat Belt,203,833
Speeding,0,46
Spillback,0,4
TBTA Rule,0,0
Tints,10,52
TLC (Other),0,0
Truck Route,1,22
Uninspected,0,5
Uninsured,3,8
Unlicensed Operator,36,194
Unregistered,3,17
Unsafe Lane Change,4,24
Other Movers,277,959
010TOTAL Movers ,1168,5100
