"Moving Violations",,
"90th Precinct",,
"     May ",,
"Offense Description","MTD 2018","YTD 2018"
"Backing Unsafely",0,3
"Bike Lane",0,3
"Bus Lane",0,0
"Cell Phone",22,197
"Commercial Veh on Pkwy",0,0
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",184,902
"Driving Too Slow",0,0
Equipment,18,64
"Equipment (Other)",0,0
"Excessive Noise",0,0
"Fail to Keep Right",0,0
"Fail to yield Right of Way to Pedestrian",14,167
"Failure to Signal",16,43
"Following Too Closely",0,2
"Improper Passing",1,3
"Improper Taxi Pickup",0,0
"Improper Turn",77,462
"Improper/Missing Plates",2,3
"Lamps and Other Equipment on Bicycle",0,0
"Motorcycle (Other)",0,0
"Not Giving R of W to Veh.",0,6
"Obstructed Plate",1,5
"One Way Street",81,354
Overheight,0,0
Overlength,1,16
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,0
"Red Light",121,593
"School Bus",0,2
"Scooter In NYC",0,0
"Seat Belt",172,745
Speeding,34,236
Spillback,0,0
"TBTA Rule",0,0
Tints,43,406
"TLC (Other)",0,0
"Truck Route",1,92
Uninspected,0,0
Uninsured,6,48
"Unlicensed Operator",37,180
Unregistered,1,18
"Unsafe Lane Change",0,1
"Other Movers",122,813
"090TOTAL Movers ",954,5364
"* All figures are preliminary and subject to change.",,
