105th Precinct,,
     May ,,
"","",""
Backing Unsafely,0,1
Bike Lane,1,1
Bus Lane,0,0
Cell Phone,71,334
Commercial Veh on Pkwy,0,2
Cruising For Passengers,0,0
Disobey Traffic Control Device,274,1575
Driving Too Slow,0,0
Equipment,17,76
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,1,3
Fail to yield Right of Way to Pedestrian,28,147
Failure to Signal,11,57
Following Too Closely,0,1
Improper Passing,1,7
Improper Taxi Pickup,0,1
Improper Turn,40,161
Improper/Missing Plates,1,2
Lamps and Other Equipment on Bicycle,1,1
Motorcycle (Other),2,3
Not Giving R of W to Veh.,1,8
Obstructed Plate,6,21
One Way Street,4,9
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,1,1
Red Light,24,133
School Bus,1,16
Scooter In NYC,0,0
Seat Belt,142,442
Speeding,46,527
Spillback,0,2
TBTA Rule,0,0
Tints,48,273
TLC (Other),0,0
Truck Route,2,126
Uninspected,8,28
Uninsured,14,57
Unlicensed Operator,78,299
Unregistered,15,40
Unsafe Lane Change,0,6
Other Movers,103,570
105TOTAL Movers ,941,4930
