114th Precinct,,
     May ,,
"","",""
Backing Unsafely,1,5
Bike Lane,1,1
Bus Lane,1,2
Cell Phone,133,522
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,312,1795
Driving Too Slow,0,0
Equipment,60,209
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,1
Fail to yield Right of Way to Pedestrian,42,240
Failure to Signal,8,32
Following Too Closely,1,2
Improper Passing,3,14
Improper Taxi Pickup,0,1
Improper Turn,17,143
Improper/Missing Plates,1,4
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),1,2
Not Giving R of W to Veh.,2,7
Obstructed Plate,3,30
One Way Street,4,11
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,80,468
School Bus,2,5
Scooter In NYC,0,0
Seat Belt,193,728
Speeding,61,271
Spillback,0,4
TBTA Rule,0,0
Tints,150,842
TLC (Other),0,0
Truck Route,3,12
Uninspected,2,9
Uninsured,12,57
Unlicensed Operator,76,372
Unregistered,9,26
Unsafe Lane Change,4,8
Other Movers,125,620
114TOTAL Movers ,1307,6443
