"Moving Violations",,
"33rd Precinct",,
September,,
033sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",3,25
"Brake Lights (Defect.or Improper)",12,126
"Bus Lane, Driving in",0,0
"Cell Phone",102,686
"Commercial Veh on Pkwy",0,4
"Defective Brakes",0,0
"Disobey Steady Red Signal",39,424
"Disobey Traffic Control Device",117,680
"Equipment (Other)",7,40
"Fail to Keep Right",0,8
"Fail to Signal",13,133
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",6,58
"Improper Lights",3,7
"Improper Passing",4,21
"Improper Turn",43,465
"Improper/Missing Plates",10,100
"Not Giving R of W to Pedes.",34,291
"Not Giving R of W to Veh.",5,29
"One Way Street",3,28
"Pavement Markings",2,32
"Safety Belt",60,529
"School Bus, Passing Stopped",0,5
Speeding,72,504
Spillback,1,7
"Tinted Windows",25,249
"Truck Routes",3,37
U-Turn,8,109
Uninspected,2,20
Uninsured,32,262
"Unlicensed Operator",43,273
Unregistered,13,106
"Unsafe Lane Change",2,19
"Other Movers",87,588
"033TOTAL Movers ",751,5867
,,
"* All figures are preliminary and subject to change.",,
