"Moving Violations",,
"60th Precinct",,
September,,
060sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,12
"Brake Lights (Defect.or Improper)",8,102
"Bus Lane, Driving in",0,0
"Cell Phone",54,539
"Commercial Veh on Pkwy",4,10
"Defective Brakes",0,0
"Disobey Steady Red Signal",17,230
"Disobey Traffic Control Device",159,1471
"Equipment (Other)",0,13
"Fail to Keep Right",0,4
"Fail to Signal",21,204
"Following Too Closely",0,6
"Headlights (Defect. or Improper)",15,239
"Improper Lights",2,2
"Improper Passing",0,2
"Improper Turn",15,207
"Improper/Missing Plates",15,91
"Not Giving R of W to Pedes.",12,198
"Not Giving R of W to Veh.",2,11
"One Way Street",0,5
"Pavement Markings",0,129
"Safety Belt",57,628
"School Bus, Passing Stopped",19,68
Speeding,31,492
Spillback,0,0
"Tinted Windows",180,1218
"Truck Routes",0,2
U-Turn,1,161
Uninspected,3,18
Uninsured,28,291
"Unlicensed Operator",65,440
Unregistered,6,60
"Unsafe Lane Change",0,18
"Other Movers",33,429
"060TOTAL Movers ",747,7300
,,
"* All figures are preliminary and subject to change.",,
