"Moving Violations",,
"100th Precinct",,
September,,
100sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,6
"Brake Lights (Defect.or Improper)",20,218
"Bus Lane, Driving in",0,0
"Cell Phone",30,285
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",71,301
"Disobey Traffic Control Device",97,778
"Equipment (Other)",2,6
"Fail to Keep Right",0,0
"Fail to Signal",0,30
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",0,1
"Improper Lights",0,0
"Improper Passing",15,97
"Improper Turn",25,271
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",0,16
"Not Giving R of W to Veh.",3,17
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",13,229
"School Bus, Passing Stopped",2,5
Speeding,32,332
Spillback,0,0
"Tinted Windows",25,366
"Truck Routes",0,0
U-Turn,0,0
Uninspected,1,9
Uninsured,34,223
"Unlicensed Operator",34,352
Unregistered,3,31
"Unsafe Lane Change",0,0
"Other Movers",38,427
"100TOTAL Movers ",446,4002
,,
"* All figures are preliminary and subject to change.",,
