"Moving Violations",,
"110th Precinct",,
September,,
110sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,6
"Brake Lights (Defect.or Improper)",2,34
"Bus Lane, Driving in",0,0
"Cell Phone",111,1140
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",27,411
"Disobey Traffic Control Device",176,1220
"Equipment (Other)",0,39
"Fail to Keep Right",1,1
"Fail to Signal",28,132
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",1,41
"Improper Lights",0,16
"Improper Passing",1,15
"Improper Turn",9,109
"Improper/Missing Plates",3,21
"Not Giving R of W to Pedes.",80,756
"Not Giving R of W to Veh.",2,8
"One Way Street",11,207
"Pavement Markings",2,21
"Safety Belt",231,1884
"School Bus, Passing Stopped",37,100
Speeding,147,912
Spillback,0,1
"Tinted Windows",10,183
"Truck Routes",4,55
U-Turn,1,9
Uninspected,1,30
Uninsured,16,157
"Unlicensed Operator",109,1036
Unregistered,3,110
"Unsafe Lane Change",0,2
"Other Movers",53,494
"110TOTAL Movers ",1067,9151
,,
"* All figures are preliminary and subject to change.",,
