"Moving Violations",,
"Transportation Bureau",,
September,,
cotsum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",11,92
"Brake Lights (Defect.or Improper)",90,602
"Bus Lane, Driving in",185,1664
"Cell Phone",696,5799
"Commercial Veh on Pkwy",87,948
"Defective Brakes",1,38
"Disobey Steady Red Signal",567,4182
"Disobey Traffic Control Device",1169,18015
"Equipment (Other)",644,5662
"Fail to Keep Right",3,38
"Fail to Signal",266,2876
"Following Too Closely",48,653
"Headlights (Defect. or Improper)",15,226
"Improper Lights",33,180
"Improper Passing",90,899
"Improper Turn",326,4213
"Improper/Missing Plates",61,604
"Not Giving R of W to Pedes.",92,2345
"Not Giving R of W to Veh.",12,273
"One Way Street",34,749
"Pavement Markings",235,2482
"Safety Belt",317,5209
"School Bus, Passing Stopped",31,538
Speeding,5999,66035
Spillback,30,285
"Tinted Windows",224,4989
"Truck Routes",37,498
U-Turn,3,40
Uninspected,82,783
Uninsured,141,1285
"Unlicensed Operator",464,4296
Unregistered,105,1021
"Unsafe Lane Change",82,877
"Other Movers",2618,19354
"TCDTOTAL Movers ",14798,157750
"* Transportation Bureau is a citywide unit whose activity is not tracked by Precinct.",,
"* All figures are preliminary and subject to change.",,
