"Moving Violations",,
Bronx,,
September,,
pbbxsum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",25,222
"Brake Lights (Defect.or Improper)",287,3394
"Bus Lane, Driving in",12,119
"Cell Phone",628,5669
"Commercial Veh on Pkwy",1,23
"Defective Brakes",6,16
"Disobey Steady Red Signal",319,3787
"Disobey Traffic Control Device",1168,13535
"Equipment (Other)",33,350
"Fail to Keep Right",1,37
"Fail to Signal",97,1596
"Following Too Closely",1,40
"Headlights (Defect. or Improper)",241,3006
"Improper Lights",3,76
"Improper Passing",14,204
"Improper Turn",712,8186
"Improper/Missing Plates",27,284
"Not Giving R of W to Pedes.",330,3605
"Not Giving R of W to Veh.",16,277
"One Way Street",15,180
"Pavement Markings",87,1162
"Safety Belt",743,6307
"School Bus, Passing Stopped",110,654
Speeding,565,6257
Spillback,9,147
"Tinted Windows",1003,10792
"Truck Routes",21,277
U-Turn,29,699
Uninspected,31,241
Uninsured,437,4466
"Unlicensed Operator",524,5322
Unregistered,133,1540
"Unsafe Lane Change",29,427
"Other Movers",401,3657
"PBBXTOTAL Movers ",8058,86554
,,
"* All figures are preliminary and subject to change.",,
