"Moving Violations",,
"104th Precinct",,
September,,
104sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,6
"Brake Lights (Defect.or Improper)",0,23
"Bus Lane, Driving in",3,3
"Cell Phone",101,837
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",55,463
"Disobey Traffic Control Device",122,1077
"Equipment (Other)",0,0
"Fail to Keep Right",0,1
"Fail to Signal",20,183
"Following Too Closely",2,8
"Headlights (Defect. or Improper)",0,10
"Improper Lights",0,0
"Improper Passing",5,36
"Improper Turn",38,271
"Improper/Missing Plates",5,53
"Not Giving R of W to Pedes.",21,398
"Not Giving R of W to Veh.",3,20
"One Way Street",4,10
"Pavement Markings",0,1
"Safety Belt",80,966
"School Bus, Passing Stopped",4,19
Speeding,71,507
Spillback,0,8
"Tinted Windows",67,644
"Truck Routes",2,114
U-Turn,0,23
Uninspected,4,38
Uninsured,5,74
"Unlicensed Operator",56,437
Unregistered,12,91
"Unsafe Lane Change",5,24
"Other Movers",125,843
"104TOTAL Movers ",811,7188
,,
"* All figures are preliminary and subject to change.",,
