"Moving Violations",,
"81st Precinct",,
September,,
081sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",2,17
"Brake Lights (Defect.or Improper)",33,460
"Bus Lane, Driving in",0,0
"Cell Phone",69,1007
"Commercial Veh on Pkwy",0,4
"Defective Brakes",0,7
"Disobey Steady Red Signal",45,283
"Disobey Traffic Control Device",120,693
"Equipment (Other)",13,73
"Fail to Keep Right",0,6
"Fail to Signal",39,277
"Following Too Closely",1,6
"Headlights (Defect. or Improper)",43,577
"Improper Lights",0,2
"Improper Passing",4,17
"Improper Turn",8,63
"Improper/Missing Plates",0,3
"Not Giving R of W to Pedes.",69,281
"Not Giving R of W to Veh.",6,53
"One Way Street",2,14
"Pavement Markings",5,70
"Safety Belt",155,1239
"School Bus, Passing Stopped",1,7
Speeding,48,265
Spillback,1,13
"Tinted Windows",82,1022
"Truck Routes",0,0
U-Turn,3,8
Uninspected,0,21
Uninsured,45,366
"Unlicensed Operator",73,497
Unregistered,12,83
"Unsafe Lane Change",0,6
"Other Movers",66,487
"081TOTAL Movers ",945,7927
,,
"* All figures are preliminary and subject to change.",,
