"Moving Violations",,
"61st Precinct",,
September,,
061sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",0,7
"Bus Lane, Driving in",0,0
"Cell Phone",111,1262
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",11,84
"Disobey Traffic Control Device",26,252
"Equipment (Other)",2,21
"Fail to Keep Right",0,0
"Fail to Signal",1,25
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",1,7
"Improper Lights",0,2
"Improper Passing",2,21
"Improper Turn",4,89
"Improper/Missing Plates",3,24
"Not Giving R of W to Pedes.",33,383
"Not Giving R of W to Veh.",0,17
"One Way Street",5,27
"Pavement Markings",2,9
"Safety Belt",168,1573
"School Bus, Passing Stopped",2,12
Speeding,31,327
Spillback,0,2
"Tinted Windows",47,407
"Truck Routes",0,0
U-Turn,1,8
Uninspected,1,3
Uninsured,15,147
"Unlicensed Operator",32,279
Unregistered,2,60
"Unsafe Lane Change",0,12
"Other Movers",6,197
"061TOTAL Movers ",506,5260
,,
"* All figures are preliminary and subject to change.",,
