"Moving Violations",,
"43rd Precinct",,
September,,
043sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",5,48
"Brake Lights (Defect.or Improper)",42,483
"Bus Lane, Driving in",0,0
"Cell Phone",38,347
"Commercial Veh on Pkwy",0,7
"Defective Brakes",0,7
"Disobey Steady Red Signal",7,157
"Disobey Traffic Control Device",56,654
"Equipment (Other)",2,33
"Fail to Keep Right",0,1
"Fail to Signal",13,504
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",43,557
"Improper Lights",1,4
"Improper Passing",2,27
"Improper Turn",16,788
"Improper/Missing Plates",2,28
"Not Giving R of W to Pedes.",29,425
"Not Giving R of W to Veh.",0,13
"One Way Street",4,7
"Pavement Markings",3,51
"Safety Belt",28,437
"School Bus, Passing Stopped",9,50
Speeding,11,355
Spillback,0,2
"Tinted Windows",28,462
"Truck Routes",0,16
U-Turn,3,28
Uninspected,0,3
Uninsured,11,198
"Unlicensed Operator",29,447
Unregistered,3,68
"Unsafe Lane Change",6,218
"Other Movers",35,465
"043TOTAL Movers ",426,6892
,,
"* All figures are preliminary and subject to change.",,
