
"45th Precinct",,
"December ",,
"","",""
"Backing Unsafely",2,6
"Bike Lane",0,1
"Bus Lane",0,0
"Cell Phone",13,433
"Commercial Veh on Pkwy",2,19
"Cruising For Passengers",0,0
"Disobey Traffic Control Device",129,1646
"Driving Too Slow",0,0
Equipment,38,446
"Equipment (Other)",0,1
"Excessive Noise",0,0
"Fail to Keep Right",0,1
"Fail to yield Right of Way to Pedestrian",65,317
"Failure to Signal",13,123
"Following Too Closely",1,19
"Improper Passing",3,41
"Improper Taxi Pickup",0,0
"Improper Turn",21,183
"Improper/Missing Plates",0,56
"Lamps and Other Equipment on Bicycle",0,2
"Motorcycle (Other)",0,2
"Not Giving R of W to Veh.",0,11
"Obstructed Plate",6,88
"One Way Street",1,36
Overheight,0,2
Overlength,0,2
Overweight,0,0
Overwidth,0,0
"Pavement Markings",0,7
"Red Light",54,389
"School Bus",3,53
"Scooter In NYC",0,0
"Seat Belt",30,370
Speeding,116,1748
Spillback,0,13
"TBTA Rule",0,0
Tints,83,1156
"TLC (Other)",0,0
"Truck Route",0,3
Uninspected,3,53
Uninsured,26,298
"Unlicensed Operator",52,636
Unregistered,11,171
"Unsafe Lane Change",5,59
"Other Movers",26,508
"045TOTAL Movers ",703,8899

