Queens North,,
December ,,
pbqnsum,,
"","",""
Backing Unsafely,4,77
Brake Lights (Defect.or Improper),7,76
"Bus Lane, Driving in",1,142
Cell Phone,703,9618
Commercial Veh on Pkwy,0,0
Defective Brakes,0,3
Disobey Steady Red Signal,581,6515
Disobey Traffic Control Device,1815,25635
Equipment (Other),116,752
Fail to Keep Right,1,24
Fail to Signal,87,1394
Following Too Closely,1,10
Headlights (Defect. or Improper),14,85
Improper Lights,29,472
Improper Passing,17,260
Improper Turn,386,5110
Improper/Missing Plates,41,438
Not Giving R of W to Pedes.,536,6107
Not Giving R of W to Veh.,20,276
OBSTRUCTED PLATE,64,152
One Way Street,10,265
Pavement Markings,27,551
Safety Belt,635,12014
"School Bus, Passing Stopped",29,553
Speeding,722,6576
Spillback,6,83
Tinted Windows,437,5835
Truck Routes,18,283
U-Turn,8,107
Uninspected,6,232
Uninsured,113,1599
Unlicensed Operator,500,7807
Unregistered,34,712
Unsafe Lane Change,9,149
Other Movers,659,7707
PBQNTOTAL Movers ,7636,101619
,,
