Brooklyn South,,
Backing Unsafely,25,67
Brake Lights (Defect.or Improper),79,247
"Bus Lane, Driving in",4,27
Cell Phone,1341,3213
Commercial Veh on Pkwy,4,11
Defective Brakes,0,1
Disobey Steady Red Signal,684,1770
Disobey Traffic Control Device,2229,5196
Equipment (Other),25,69
Fail to Keep Right,2,6
Fail to Signal,371,951
Following Too Closely,13,29
Headlights (Defect. or Improper),144,433
Improper Lights,13,54
Improper Passing,55,174
Improper Turn,872,2046
Improper/Missing Plates,70,163
Not Giving R of W to Pedes.,698,1816
Not Giving R of W to Veh.,52,169
One Way Street,38,108
Pavement Markings,165,609
Safety Belt,1341,3330
"School Bus, Passing Stopped",30,92
Speeding,543,1356
Spillback,43,87
Tinted Windows,1509,3475
Truck Routes,37,121
U-Turn,101,332
Uninspected,51,124
Uninsured,477,1228
Unlicensed Operator,687,1789
Unregistered,128,347
Unsafe Lane Change,72,156
Other Movers,630,1462
TOTAL Movers,12533,31058
