10th Precinct,,
"","",""
Backing Unsafely,0,8
Bike Lane,6,20
Bus Lane,0,5
Cell Phone,17,360
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,51,676
Driving Too Slow,0,0
Equipment,5,102
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,4
Fail to yield Right of Way to Pedestrian,267,1008
Failure to Signal,9,134
Failure to yield Right of Way to Vehicle,0,0
Following Too Closely,0,2
Improper Passing,0,14
Improper Taxi Pickup,5,8
Improper Turn,55,1620
Improper/Missing Plates,0,1
Lamps and Other Equipment on Bicycle,1,1
Motorcycle (Other),0,31
Not Giving R of W to Veh.,0,6
Obstructed Plate,1,11
One Way Street,7,100
Overheight,0,0
Overlength,0,1
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,51,560
School Bus,0,2
Scooter In NYC,0,0
Seat Belt,67,1169
Speeding,10,98
Spillback,0,5
TBTA Rule,0,0
Tints,3,58
TLC (Other),0,0
Truck Route,0,2
Uninspected,1,14
Uninsured,0,5
Unlicensed Operator,30,365
Unregistered,3,41
Unsafe Lane Change,2,19
Other Movers,73,1478
010TOTAL Movers ,664,7928
