"Moving Violations",,
"123rd Precinct",,
"     May ",,
123sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,3
"Brake Lights (Defect.or Improper)",7,52
"Bus Lane, Driving in",0,0
"Cell Phone",87,445
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",70,211
"Disobey Traffic Control Device",140,413
"Equipment (Other)",9,24
"Fail to Keep Right",18,21
"Fail to Signal",107,206
"Following Too Closely",16,41
"Headlights (Defect. or Improper)",12,83
"Improper Lights",0,1
"Improper Passing",5,21
"Improper Turn",46,135
"Improper/Missing Plates",18,46
"Not Giving R of W to Pedes.",4,10
"Not Giving R of W to Veh.",11,23
"OBSTRUCTED PLATE",1,1
"One Way Street",2,5
"Pavement Markings",83,234
"Safety Belt",224,709
"School Bus, Passing Stopped",1,7
Speeding,209,870
Spillback,0,0
"Tinted Windows",106,429
"Truck Routes",0,0
U-Turn,3,18
Uninspected,12,41
Uninsured,39,205
"Unlicensed Operator",94,295
Unregistered,19,72
"Unsafe Lane Change",2,12
"Other Movers",131,261
"123TOTAL Movers ",1478,4894
,,
"* All figures are preliminary and subject to change.",,
