"Moving Violations",,
"67th Precinct",,
"     May ",,
067sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,7
"Brake Lights (Defect.or Improper)",7,35
"Bus Lane, Driving in",0,8
"Cell Phone",73,343
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",80,441
"Disobey Traffic Control Device",230,951
"Equipment (Other)",0,3
"Fail to Keep Right",0,0
"Fail to Signal",43,220
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",2,45
"Improper Lights",0,4
"Improper Passing",7,23
"Improper Turn",83,351
"Improper/Missing Plates",16,86
"Not Giving R of W to Pedes.",100,491
"Not Giving R of W to Veh.",45,108
"OBSTRUCTED PLATE",0,0
"One Way Street",0,1
"Pavement Markings",4,53
"Safety Belt",148,434
"School Bus, Passing Stopped",4,33
Speeding,41,429
Spillback,1,23
"Tinted Windows",386,1827
"Truck Routes",2,8
U-Turn,4,27
Uninspected,7,77
Uninsured,22,212
"Unlicensed Operator",108,471
Unregistered,37,127
"Unsafe Lane Change",3,8
"Other Movers",90,421
"067TOTAL Movers ",1544,7271
,,
"* All figures are preliminary and subject to change.",,
