"Moving Violations",,
"88th Precinct",,
"     May ",,
088sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,3
"Brake Lights (Defect.or Improper)",20,123
"Bus Lane, Driving in",0,0
"Cell Phone",216,823
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",71,419
"Disobey Traffic Control Device",156,1028
"Equipment (Other)",2,7
"Fail to Keep Right",0,0
"Fail to Signal",13,45
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",40,233
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",16,119
"Improper/Missing Plates",1,24
"Not Giving R of W to Pedes.",20,90
"Not Giving R of W to Veh.",2,5
"OBSTRUCTED PLATE",0,0
"One Way Street",3,4
"Pavement Markings",14,38
"Safety Belt",151,569
"School Bus, Passing Stopped",0,2
Speeding,8,99
Spillback,0,0
"Tinted Windows",5,108
"Truck Routes",0,1
U-Turn,0,0
Uninspected,1,28
Uninsured,30,165
"Unlicensed Operator",27,176
Unregistered,10,58
"Unsafe Lane Change",1,1
"Other Movers",25,253
"088TOTAL Movers ",833,4421
,,
"* All figures are preliminary and subject to change.",,
