"Moving Violations",,
"62nd Precinct",,
"     May ",,
062sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,2
"Brake Lights (Defect.or Improper)",0,2
"Bus Lane, Driving in",0,0
"Cell Phone",45,203
"Commercial Veh on Pkwy",0,3
"Defective Brakes",0,0
"Disobey Steady Red Signal",59,315
"Disobey Traffic Control Device",209,1148
"Equipment (Other)",5,23
"Fail to Keep Right",3,11
"Fail to Signal",54,293
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,2
"Improper Lights",0,1
"Improper Passing",5,24
"Improper Turn",20,114
"Improper/Missing Plates",4,33
"Not Giving R of W to Pedes.",35,276
"Not Giving R of W to Veh.",5,68
"OBSTRUCTED PLATE",0,0
"One Way Street",4,76
"Pavement Markings",16,57
"Safety Belt",91,299
"School Bus, Passing Stopped",1,12
Speeding,56,205
Spillback,0,4
"Tinted Windows",76,735
"Truck Routes",1,1
U-Turn,7,18
Uninspected,1,4
Uninsured,18,98
"Unlicensed Operator",50,347
Unregistered,6,47
"Unsafe Lane Change",3,5
"Other Movers",14,139
"062TOTAL Movers ",789,4565
,,
"* All figures are preliminary and subject to change.",,
