"Moving Violations",,
"101st Precinct",,
"     May ",,
101sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,3
"Brake Lights (Defect.or Improper)",19,83
"Bus Lane, Driving in",0,0
"Cell Phone",53,269
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",37,232
"Disobey Traffic Control Device",112,720
"Equipment (Other)",4,16
"Fail to Keep Right",0,0
"Fail to Signal",17,78
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",8,61
"Improper Lights",0,0
"Improper Passing",3,23
"Improper Turn",28,174
"Improper/Missing Plates",8,28
"Not Giving R of W to Pedes.",6,44
"Not Giving R of W to Veh.",1,2
"OBSTRUCTED PLATE",4,4
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",76,240
"School Bus, Passing Stopped",0,12
Speeding,35,259
Spillback,0,0
"Tinted Windows",98,432
"Truck Routes",4,7
U-Turn,0,2
Uninspected,10,25
Uninsured,26,139
"Unlicensed Operator",74,457
Unregistered,5,46
"Unsafe Lane Change",0,1
"Other Movers",43,189
"101TOTAL Movers ",672,3549
,,
"* All figures are preliminary and subject to change.",,
