"Moving Violations",,
"40th Precinct",,
"     May ",,
040sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,8
"Brake Lights (Defect.or Improper)",68,371
"Bus Lane, Driving in",0,0
"Cell Phone",59,255
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",53,273
"Disobey Traffic Control Device",178,950
"Equipment (Other)",22,111
"Fail to Keep Right",0,1
"Fail to Signal",12,30
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",29,295
"Improper Lights",0,0
"Improper Passing",1,7
"Improper Turn",118,502
"Improper/Missing Plates",1,30
"Not Giving R of W to Pedes.",49,337
"Not Giving R of W to Veh.",0,12
"OBSTRUCTED PLATE",2,2
"One Way Street",6,14
"Pavement Markings",9,40
"Safety Belt",120,271
"School Bus, Passing Stopped",0,12
Speeding,110,437
Spillback,0,5
"Tinted Windows",69,356
"Truck Routes",0,0
U-Turn,2,17
Uninspected,0,7
Uninsured,99,372
"Unlicensed Operator",72,327
Unregistered,13,82
"Unsafe Lane Change",2,9
"Other Movers",44,120
"040TOTAL Movers ",1140,5255
,,
"* All figures are preliminary and subject to change.",,
