"Moving Violations",,
"60th Precinct",,
"     May ",,
060sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",13,68
"Bus Lane, Driving in",0,1
"Cell Phone",72,283
"Commercial Veh on Pkwy",0,5
"Defective Brakes",0,0
"Disobey Steady Red Signal",29,126
"Disobey Traffic Control Device",181,991
"Equipment (Other)",2,12
"Fail to Keep Right",0,0
"Fail to Signal",31,164
"Following Too Closely",1,2
"Headlights (Defect. or Improper)",24,149
"Improper Lights",0,0
"Improper Passing",1,4
"Improper Turn",38,148
"Improper/Missing Plates",25,126
"Not Giving R of W to Pedes.",39,179
"Not Giving R of W to Veh.",0,6
"OBSTRUCTED PLATE",0,0
"One Way Street",1,2
"Pavement Markings",0,19
"Safety Belt",117,381
"School Bus, Passing Stopped",5,35
Speeding,51,368
Spillback,0,0
"Tinted Windows",196,1179
"Truck Routes",0,0
U-Turn,12,40
Uninspected,1,6
Uninsured,30,171
"Unlicensed Operator",57,290
Unregistered,11,55
"Unsafe Lane Change",1,15
"Other Movers",57,143
"060TOTAL Movers ",995,4969
,,
"* All figures are preliminary and subject to change.",,
