"Moving Violations",,
"109th Precinct",,
"     May ",,
109sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,10
"Brake Lights (Defect.or Improper)",2,6
"Bus Lane, Driving in",1,1
"Cell Phone",114,557
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",77,336
"Disobey Traffic Control Device",541,2515
"Equipment (Other)",14,45
"Fail to Keep Right",3,9
"Fail to Signal",25,171
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",4,11
"Improper Lights",0,0
"Improper Passing",7,41
"Improper Turn",43,211
"Improper/Missing Plates",8,30
"Not Giving R of W to Pedes.",61,374
"Not Giving R of W to Veh.",9,80
"OBSTRUCTED PLATE",0,0
"One Way Street",1,10
"Pavement Markings",25,108
"Safety Belt",260,907
"School Bus, Passing Stopped",8,51
Speeding,46,238
Spillback,2,20
"Tinted Windows",78,495
"Truck Routes",0,19
U-Turn,11,29
Uninspected,2,18
Uninsured,11,51
"Unlicensed Operator",93,395
Unregistered,5,27
"Unsafe Lane Change",1,16
"Other Movers",88,387
"109TOTAL Movers ",1541,7170
,,
"* All figures are preliminary and subject to change.",,
