"Moving Violations",,
"46th Precinct",,
"     May ",,
046sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,11
"Brake Lights (Defect.or Improper)",8,56
"Bus Lane, Driving in",1,5
"Cell Phone",62,234
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",58,302
"Disobey Traffic Control Device",224,942
"Equipment (Other)",4,26
"Fail to Keep Right",0,0
"Fail to Signal",17,119
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",16,74
"Improper Lights",0,0
"Improper Passing",0,4
"Improper Turn",68,498
"Improper/Missing Plates",7,13
"Not Giving R of W to Pedes.",64,190
"Not Giving R of W to Veh.",9,18
"OBSTRUCTED PLATE",0,0
"One Way Street",0,0
"Pavement Markings",14,43
"Safety Belt",125,293
"School Bus, Passing Stopped",0,41
Speeding,113,409
Spillback,0,0
"Tinted Windows",208,1290
"Truck Routes",0,0
U-Turn,8,29
Uninspected,3,7
Uninsured,87,383
"Unlicensed Operator",71,355
Unregistered,22,108
"Unsafe Lane Change",1,19
"Other Movers",124,478
"046TOTAL Movers ",1316,5948
,,
"* All figures are preliminary and subject to change.",,
