"Moving Violations",,
"28th Precinct",,
"     May ",,
028sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,2
"Brake Lights (Defect.or Improper)",13,46
"Bus Lane, Driving in",0,10
"Cell Phone",54,275
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",104,349
"Disobey Traffic Control Device",187,903
"Equipment (Other)",36,124
"Fail to Keep Right",0,0
"Fail to Signal",8,24
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",13,69
"Improper Lights",0,4
"Improper Passing",7,14
"Improper Turn",196,591
"Improper/Missing Plates",3,54
"Not Giving R of W to Pedes.",23,185
"Not Giving R of W to Veh.",4,9
"OBSTRUCTED PLATE",0,0
"One Way Street",0,0
"Pavement Markings",3,18
"Safety Belt",101,396
"School Bus, Passing Stopped",1,19
Speeding,17,113
Spillback,0,4
"Tinted Windows",28,228
"Truck Routes",4,56
U-Turn,9,65
Uninspected,4,31
Uninsured,12,67
"Unlicensed Operator",33,136
Unregistered,4,28
"Unsafe Lane Change",1,4
"Other Movers",60,245
"028TOTAL Movers ",926,4069
,,
"* All figures are preliminary and subject to change.",,
