"Moving Violations",,
"48th Precinct",,
"     May ",,
048sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",3,9
"Brake Lights (Defect.or Improper)",7,53
"Bus Lane, Driving in",1,2
"Cell Phone",59,326
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",25,175
"Disobey Traffic Control Device",79,383
"Equipment (Other)",14,47
"Fail to Keep Right",0,2
"Fail to Signal",17,100
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",13,71
"Improper Lights",0,1
"Improper Passing",1,4
"Improper Turn",89,526
"Improper/Missing Plates",1,7
"Not Giving R of W to Pedes.",16,196
"Not Giving R of W to Veh.",2,8
"OBSTRUCTED PLATE",0,0
"One Way Street",5,9
"Pavement Markings",14,59
"Safety Belt",117,288
"School Bus, Passing Stopped",6,35
Speeding,188,643
Spillback,8,36
"Tinted Windows",116,651
"Truck Routes",1,17
U-Turn,7,25
Uninspected,1,5
Uninsured,23,106
"Unlicensed Operator",57,291
Unregistered,15,75
"Unsafe Lane Change",0,3
"Other Movers",16,149
"048TOTAL Movers ",901,4303
,,
"* All figures are preliminary and subject to change.",,
