60th Precinct,,
October  ,,
"","",""
Backing Unsafely,0,5
Bike Lane,1,1
Bus Lane,0,0
Cell Phone,18,252
Commercial Veh on Pkwy,0,2
Cruising For Passengers,0,0
Disobey Traffic Control Device,198,2035
Driving Too Slow,0,0
Equipment,33,412
Equipment (Other),0,0
Excessive Noise,0,0
Fail to Keep Right,0,4
Fail to yield Right of Way to Pedestrian,36,495
Failure to Signal,9,150
Following Too Closely,0,5
Improper Passing,0,6
Improper Taxi Pickup,0,0
Improper Turn,19,416
Improper/Missing Plates,1,29
Lamps and Other Equipment on Bicycle,0,1
Motorcycle (Other),0,7
Not Giving R of W to Veh.,0,14
Obstructed Plate,16,137
One Way Street,2,33
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,1
Red Light,21,407
School Bus,1,20
Scooter In NYC,0,0
Seat Belt,53,770
Speeding,91,852
Spillback,0,0
TBTA Rule,0,0
Tints,162,2152
TLC (Other),0,0
Truck Route,0,1
Uninspected,2,30
Uninsured,15,169
Unlicensed Operator,26,456
Unregistered,3,78
Unsafe Lane Change,2,11
Other Movers,24,404
060TOTAL Movers ,733,9355
