"Moving Violations",,
"Queens South",,
"November ",,
pbqssum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",5,84
"Brake Lights (Defect.or Improper)",57,822
"Bus Lane, Driving in",1,1
"Cell Phone",325,5006
"Commercial Veh on Pkwy",9,29
"Defective Brakes",4,12
"Disobey Steady Red Signal",305,3962
"Disobey Traffic Control Device",1349,15569
"Equipment (Other)",14,194
"Fail to Keep Right",0,11
"Fail to Signal",104,1043
"Following Too Closely",0,21
"Headlights (Defect. or Improper)",43,430
"Improper Lights",73,565
"Improper Passing",19,338
"Improper Turn",671,8992
"Improper/Missing Plates",12,261
"Not Giving R of W to Pedes.",209,2202
"Not Giving R of W to Veh.",26,256
"OBSTRUCTED PLATE",15,121
"One Way Street",1,55
"Pavement Markings",54,882
"Safety Belt",358,7112
"School Bus, Passing Stopped",5,140
Speeding,666,5203
Spillback,3,41
"Tinted Windows",366,6880
"Truck Routes",19,325
U-Turn,23,380
Uninspected,24,373
Uninsured,364,3458
"Unlicensed Operator",498,6601
Unregistered,72,852
"Unsafe Lane Change",8,110
"Other Movers",333,4979
"PBQSTOTAL Movers ",6035,77310
,,
"* All figures are preliminary and subject to change.",,
