"Moving Violations",,
"Brooklyn North",,
"    July ",,
pbbnsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",15,113
"Brake Lights (Defect.or Improper)",106,871
"Bus Lane, Driving in",9,16
"Cell Phone",724,5624
"Commercial Veh on Pkwy",3,23
"Defective Brakes",2,25
"Disobey Steady Red Signal",1054,7719
"Disobey Traffic Control Device",1930,16357
"Equipment (Other)",38,415
"Fail to Keep Right",1,21
"Fail to Signal",151,1417
"Following Too Closely",3,32
"Headlights (Defect. or Improper)",100,918
"Improper Lights",0,25
"Improper Passing",38,281
"Improper Turn",551,5003
"Improper/Missing Plates",44,333
"Lamps and Other Equipment on Bicycle",15,63
"Not Giving R of W to Pedes.",314,2772
"Not Giving R of W to Veh.",22,190
"OBSTRUCTED PLATE",32,330
"One Way Street",98,676
"Pavement Markings",62,417
"Safety Belt",826,7190
"School Bus, Passing Stopped",4,182
Speeding,576,4449
Spillback,12,88
"Tinted Windows",466,5578
"Truck Routes",26,161
U-Turn,11,113
Uninspected,20,225
Uninsured,192,1946
"Unlicensed Operator",501,4357
Unregistered,133,1031
"Unsafe Lane Change",13,88
"Other Movers",878,7066
"PBBNTOTAL Movers ",8970,76115
,,
"* All figures are preliminary and subject to change.",,
