"Moving Violations",,
"103rd Precinct",,
"    July ",,
103sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,10
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",45,460
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",65,394
"Disobey Traffic Control Device",273,2549
"Equipment (Other)",0,0
"Fail to Keep Right",0,2
"Fail to Signal",8,87
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",2,10
"Improper Lights",7,38
"Improper Passing",1,1
"Improper Turn",118,849
"Improper/Missing Plates",1,8
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",54,548
"Not Giving R of W to Veh.",1,11
"OBSTRUCTED PLATE",1,1
"One Way Street",1,5
"Pavement Markings",4,37
"Safety Belt",69,569
"School Bus, Passing Stopped",0,14
Speeding,113,598
Spillback,1,5
"Tinted Windows",45,709
"Truck Routes",13,96
U-Turn,1,10
Uninspected,3,10
Uninsured,14,97
"Unlicensed Operator",96,739
Unregistered,3,35
"Unsafe Lane Change",1,1
"Other Movers",110,716
"103TOTAL Movers ",1050,8610
,,
"* All figures are preliminary and subject to change.",,
