"Moving Violations",,
"105th Precinct",,
"    July ",,
105sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,7
"Brake Lights (Defect.or Improper)",2,35
"Bus Lane, Driving in",0,0
"Cell Phone",96,598
"Commercial Veh on Pkwy",1,3
"Defective Brakes",0,0
"Disobey Steady Red Signal",19,130
"Disobey Traffic Control Device",241,1828
"Equipment (Other)",8,8
"Fail to Keep Right",0,3
"Fail to Signal",11,103
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",0,34
"Improper Lights",0,1
"Improper Passing",1,17
"Improper Turn",33,258
"Improper/Missing Plates",2,39
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",50,220
"Not Giving R of W to Veh.",1,10
"OBSTRUCTED PLATE",1,4
"One Way Street",0,4
"Pavement Markings",39,370
"Safety Belt",100,740
"School Bus, Passing Stopped",0,19
Speeding,85,660
Spillback,0,0
"Tinted Windows",69,714
"Truck Routes",6,97
U-Turn,6,41
Uninspected,2,18
Uninsured,7,157
"Unlicensed Operator",56,449
Unregistered,2,56
"Unsafe Lane Change",3,20
"Other Movers",85,659
"105TOTAL Movers ",926,7304
,,
"* All figures are preliminary and subject to change.",,
