"Moving Violations",,
"50th Precinct",,
"    July ",,
050sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",1,19
"Bus Lane, Driving in",0,0
"Cell Phone",34,285
"Commercial Veh on Pkwy",0,7
"Defective Brakes",0,2
"Disobey Steady Red Signal",16,180
"Disobey Traffic Control Device",113,610
"Equipment (Other)",0,9
"Fail to Keep Right",0,2
"Fail to Signal",3,30
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",3,13
"Improper Lights",0,18
"Improper Passing",2,23
"Improper Turn",62,880
"Improper/Missing Plates",0,22
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",55,416
"Not Giving R of W to Veh.",3,56
"OBSTRUCTED PLATE",0,7
"One Way Street",1,6
"Pavement Markings",4,29
"Safety Belt",86,628
"School Bus, Passing Stopped",0,21
Speeding,48,471
Spillback,0,3
"Tinted Windows",21,245
"Truck Routes",0,2
U-Turn,1,19
Uninspected,0,16
Uninsured,13,79
"Unlicensed Operator",32,247
Unregistered,1,36
"Unsafe Lane Change",0,9
"Other Movers",70,410
"050TOTAL Movers ",569,4809
,,
"* All figures are preliminary and subject to change.",,
