"Moving Violations",,
"Transportation Bureau",,
"    July ",,
cotsum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,58
"Brake Lights (Defect.or Improper)",81,516
"Bus Lane, Driving in",85,860
"Cell Phone",343,3138
"Commercial Veh on Pkwy",218,1094
"Defective Brakes",0,69
"Disobey Steady Red Signal",189,1917
"Disobey Traffic Control Device",1220,11131
"Equipment (Other)",598,4835
"Fail to Keep Right",3,39
"Fail to Signal",225,1517
"Following Too Closely",50,407
"Headlights (Defect. or Improper)",23,147
"Improper Lights",12,91
"Improper Passing",62,487
"Improper Turn",475,3233
"Improper/Missing Plates",39,307
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",374,1282
"Not Giving R of W to Veh.",46,215
"OBSTRUCTED PLATE",75,475
"One Way Street",103,735
"Pavement Markings",3,1952
"Safety Belt",681,3893
"School Bus, Passing Stopped",0,413
Speeding,7374,55092
Spillback,35,181
"Tinted Windows",612,4179
"Truck Routes",40,722
U-Turn,2,18
Uninspected,101,581
Uninsured,98,721
"Unlicensed Operator",440,3241
Unregistered,131,889
"Unsafe Lane Change",114,742
"Other Movers",2053,14715
"TCDTOTAL Movers ",15909,119892
"* Transportation Bureau is a citywide unit whose activity is not tracked by Precinct.",,
"* All figures are preliminary and subject to change.",,
