"Moving Violations",,
"26th Precinct",,
"    July ",,
026sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",4,52
"Bus Lane, Driving in",0,0
"Cell Phone",47,366
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",32,230
"Disobey Traffic Control Device",88,792
"Equipment (Other)",2,42
"Fail to Keep Right",0,4
"Fail to Signal",15,75
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",10,76
"Improper Lights",0,0
"Improper Passing",0,8
"Improper Turn",63,520
"Improper/Missing Plates",12,69
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",63,540
"Not Giving R of W to Veh.",2,4
"OBSTRUCTED PLATE",9,116
"One Way Street",1,5
"Pavement Markings",67,451
"Safety Belt",26,138
"School Bus, Passing Stopped",0,11
Speeding,119,445
Spillback,0,0
"Tinted Windows",13,198
"Truck Routes",0,0
U-Turn,2,17
Uninspected,2,34
Uninsured,4,95
"Unlicensed Operator",37,238
Unregistered,5,39
"Unsafe Lane Change",1,5
"Other Movers",54,382
"026TOTAL Movers ",678,4956
,,
"* All figures are preliminary and subject to change.",,
