"Moving Violations",,
"23rd Precinct",,
"    July ",,
023sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,9
"Brake Lights (Defect.or Improper)",6,29
"Bus Lane, Driving in",3,8
"Cell Phone",94,855
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",98,660
"Disobey Traffic Control Device",138,874
"Equipment (Other)",40,139
"Fail to Keep Right",0,1
"Fail to Signal",2,37
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",2,29
"Improper Lights",2,2
"Improper Passing",2,12
"Improper Turn",85,731
"Improper/Missing Plates",0,9
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",60,554
"Not Giving R of W to Veh.",0,5
"OBSTRUCTED PLATE",1,24
"One Way Street",20,53
"Pavement Markings",0,11
"Safety Belt",52,287
"School Bus, Passing Stopped",0,10
Speeding,34,310
Spillback,0,1
"Tinted Windows",11,133
"Truck Routes",2,26
U-Turn,1,2
Uninspected,1,7
Uninsured,1,8
"Unlicensed Operator",14,101
Unregistered,0,15
"Unsafe Lane Change",1,8
"Other Movers",42,247
"023TOTAL Movers ",712,5197
,,
"* All figures are preliminary and subject to change.",,
