"Moving Violations",,
"112th Precinct",,
"  August ",,
112sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",1,14
"Bus Lane, Driving in",0,9
"Cell Phone",54,447
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",60,657
"Disobey Traffic Control Device",211,1713
"Equipment (Other)",4,47
"Fail to Keep Right",0,0
"Fail to Signal",3,33
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",1,10
"Improper Lights",0,0
"Improper Passing",0,4
"Improper Turn",61,517
"Improper/Missing Plates",0,27
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",135,1215
"Not Giving R of W to Veh.",0,4
"OBSTRUCTED PLATE",0,47
"One Way Street",0,9
"Pavement Markings",0,3
"Safety Belt",138,475
"School Bus, Passing Stopped",0,11
Speeding,41,886
Spillback,4,6
"Tinted Windows",17,271
"Truck Routes",2,6
U-Turn,0,0
Uninspected,0,3
Uninsured,22,165
"Unlicensed Operator",40,265
Unregistered,3,46
"Unsafe Lane Change",1,10
"Other Movers",53,479
"112TOTAL Movers ",851,7386
,,
"* All figures are preliminary and subject to change.",,
