"Moving Violations",,
"52nd Precinct",,
"  August ",,
052sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",3,12
"Brake Lights (Defect.or Improper)",50,608
"Bus Lane, Driving in",5,36
"Cell Phone",63,407
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",72,302
"Disobey Traffic Control Device",155,1088
"Equipment (Other)",9,74
"Fail to Keep Right",0,5
"Fail to Signal",31,193
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",21,259
"Improper Lights",2,30
"Improper Passing",4,39
"Improper Turn",189,1062
"Improper/Missing Plates",4,14
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",52,316
"Not Giving R of W to Veh.",1,23
"OBSTRUCTED PLATE",8,166
"One Way Street",1,7
"Pavement Markings",59,286
"Safety Belt",64,428
"School Bus, Passing Stopped",1,4
Speeding,116,927
Spillback,0,0
"Tinted Windows",114,1268
"Truck Routes",1,4
U-Turn,3,10
Uninspected,3,41
Uninsured,70,370
"Unlicensed Operator",68,509
Unregistered,30,191
"Unsafe Lane Change",3,26
"Other Movers",76,406
"052TOTAL Movers ",1278,9113
,,
"* All figures are preliminary and subject to change.",,
