"Moving Violations",,
"104th Precinct",,
"  August ",,
104sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,15
"Brake Lights (Defect.or Improper)",0,3
"Bus Lane, Driving in",0,4
"Cell Phone",74,605
"Commercial Veh on Pkwy",2,3
"Defective Brakes",0,0
"Disobey Steady Red Signal",46,475
"Disobey Traffic Control Device",111,1253
"Equipment (Other)",18,287
"Fail to Keep Right",0,2
"Fail to Signal",8,100
"Following Too Closely",1,4
"Headlights (Defect. or Improper)",0,2
"Improper Lights",0,4
"Improper Passing",11,85
"Improper Turn",63,302
"Improper/Missing Plates",7,60
"Lamps and Other Equipment on Bicycle",20,93
"Not Giving R of W to Pedes.",43,446
"Not Giving R of W to Veh.",3,20
"OBSTRUCTED PLATE",4,47
"One Way Street",0,3
"Pavement Markings",0,0
"Safety Belt",140,854
"School Bus, Passing Stopped",0,12
Speeding,73,848
Spillback,0,6
"Tinted Windows",81,855
"Truck Routes",6,61
U-Turn,0,0
Uninspected,7,32
Uninsured,15,71
"Unlicensed Operator",87,664
Unregistered,21,113
"Unsafe Lane Change",3,14
"Other Movers",124,950
"104TOTAL Movers ",970,8293
,,
"* All figures are preliminary and subject to change.",,
